GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s�) , ACCELEROMETER Y (m/s�), ACCELEROMETER Z (m/s�), GRAVITY X (m/s�), GRAVITY Y (m/s�), GRAVITY Z (m/s�), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (μT), MAGNETIC FIELD Y (μT), MAGNETIC FIELD Z (μT), ORIENTATION (Yaw) (°), ORIENTATION (Pitch) (°), ORIENTATION (Roll ) (°),VEHICLE ACCEL X (m/s2),VEHICLE ACCEL Y (m/s2),VEHICLE ACCEL Z (m/s2),VEHICLE GYRO X (rad/s),VEHICLE GYRO Y (rad/s),VEHICLE GYRO Z (rad/s),EST Q W,EST Q X,EST Q Y,EST Q Z,ORIENTATION INITIALIZED
52.416584,-1.578887,173.15,12.52,4,289.84,27 / 29,1959321,2019-09-08 10:40:25:945,1.7199,-0.1573,10.1795,-0.0153,-0.0297,9.8065,0.077,0.0115,0.0297,-5.81,-29.62,12.19,72.91,-73.84,-119.28,-0.15729999999999988,-1.7199,10.1795,0.01150000000000001,-0.077,0.0297,0.18476561875647066,0.17538408475481307,0.0623331834637677,0.9649956803942323,True
52.416584,-1.578887,173.15,12.52,4,289.84,27 / 29,1959422,2019-09-08 10:40:26:046,1.6941,0.0453,9.4765,-0.0147,-0.0097,9.8066,-0.0265,0.0051,0.0515,-6.5,-30.06,12.13,73.51,-73.79,-118.97,0.04530000000000034,-1.6941,9.4765,0.005099999999999997,0.026500000000000003,0.0515,0.18246594035704972,0.1746675225994465,0.06036651529692027,0.9656880039585747,True
52.416584,-1.578887,173.15,12.52,4,289.84,27 / 29,1959522,2019-09-08 10:40:26:146,1.7638,1.5415,9.3184,-0.0047,0.0284,9.8065,-0.0952,0.0033,0.0311,-6.87,-28.87,11.63,65.59,-73.67,-118.62,1.5415000000000005,-1.7637999999999998,9.3184,0.0032999999999999766,0.0952,0.031099999999999996,0.18183018060279843,0.17345069881422764,0.055662518925154274,0.9663096421384383,True
52.416584,-1.578887,173.15,12.52,4,289.84,27 / 29,1959622,2019-09-08 10:40:26:246,1.5874,0.8026,9.7236,-0.0086,0.0412,9.8065,0.071,0.0192,0.0503,-6.94,-29.94,12.31,69.28,-73.67,-117.31,0.8026000000000002,-1.5873999999999997,9.7236,0.01920000000000001,-0.071,0.0503,0.17875333365666435,0.17293500885528315,0.058773193561641936,0.9667918287498184,True
52.416584,-1.578887,173.15,12.52,4,289.84,27 / 29,1959721,2019-09-08 10:40:26:345,1.4758,-0.0845,9.905,-0.0078,-0.0251,9.8066,0.0723,0.0115,0.0477,-6.87,-29.56,11.81,69.76,-73.64,-117.04,-0.0844999999999998,-1.4758,9.905,0.011500000000000014,-0.0723,0.0477,0.17581081048393568,0.17272076464115818,0.061636594427157666,0.9671913081734024,True
52.416584,-1.578887,173.15,12.52,4,289.84,27 / 29,1959822,2019-09-08 10:40:26:446,1.6043,0.0336,9.4617,0.0028,-0.0284,9.8065,-0.0313,0.0911,-0.0166,-7.37,-30.06,12.81,68.65,-73.58,-117.55,0.033600000000000296,-1.6043,9.4617,0.09109999999999999,0.03130000000000001,-0.016599999999999997,0.17660235535639263,0.16758039412043516,0.06080912481933191,0.9680034452044688,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 30,1959921,2019-09-08 10:40:26:545,1.4945,0.6382,9.7489,0.0056,0.0252,9.8066,0.0573,0.0581,-0.0138,-6.75,-29.69,12.19,69.33,-73.72,-117.13,0.6382000000000003,-1.4945,9.7489,0.058100000000000006,-0.05729999999999999,-0.0138,0.1766278361445278,0.16489412534521727,0.06405927337288156,0.9682504554197102,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 30,1960021,2019-09-08 10:40:26:645,1.279,-0.746,9.7585,0.0122,0.0136,9.8065,-0.0938,0.0924,-0.0117,-6.87,-30.19,13.19,68.3,-73.77,-117.33,-0.7459999999999998,-1.279,9.7585,0.09239999999999997,0.09380000000000002,-0.0117,0.17764682313007604,0.15912643646019373,0.06003153541069928,0.9692866439848975,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 30,1960121,2019-09-08 10:40:26:745,1.6826,-0.2969,9.0435,-0.0006,0.0113,9.8066,-0.113,0.0414,-0.021,-6.69,-29.12,12.5,66.93,-73.71,-117.27,-0.2968999999999997,-1.6825999999999999,9.043499999999998,0.041399999999999985,0.113,-0.021,0.17941597138129228,0.1557881391961068,0.054800018305527706,0.9698128287936986,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 30,1960222,2019-09-08 10:40:26:846,2.3494,1.1108,9.8633,-0.0044,0.0425,9.8065,0.0568,0.0529,0.0527,-6.37,-29.69,12.25,77.18,-73.77,-116.06,1.1108000000000002,-2.3494,9.8633,0.05290000000000001,-0.05679999999999999,0.0527,0.17624865697950118,0.15377153109306557,0.05765815562492672,0.9705494651114638,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 30,1960322,2019-09-08 10:40:26:946,2.182,-0.5915,9.4832,-0.0127,-0.0037,9.8066,-0.0841,0.0262,0.0593,-6.94,-29.25,13.0,69.73,-73.63,-115.32,-0.5914999999999996,-2.182,9.4832,0.026199999999999987,0.0841,0.05929999999999999,0.17390151705846454,0.15178691567033487,0.053003441977822904,0.971550116944337,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 30,1960422,2019-09-08 10:40:27:046,1.3695,0.4608,9.7384,-0.0171,0.0268,9.8065,0.1819,0.0651,0.0559,-6.62,-29.5,12.0,71.63,-73.47,-114.67,0.46080000000000026,-1.3695,9.7384,0.06510000000000005,-0.1819,0.05589999999999999,0.1696349889414958,0.15002364301080504,0.06185159928070999,0.9720551716497391,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 30,1960521,2019-09-08 10:40:27:145,2.6462,-1.3548,9.573,-0.0053,-0.0407,9.8065,0.1559,0.0578,0.0242,-6.37,-30.5,12.38,79.92,-73.32,-115.16,-1.3547999999999996,-2.6462000000000003,9.573,0.057800000000000025,-0.1559,0.0242,0.16704822067500408,0.1485536750230174,0.06901072475850582,0.9722469940682649,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 30,1960621,2019-09-08 10:40:27:245,1.4122,-0.7877,9.693,-0.0106,-0.0195,9.8066,0.0051,0.0719,0.0182,-7.06,-29.31,12.38,72.39,-73.31,-114.52,-0.7876999999999996,-1.4122,9.692999999999998,0.07190000000000002,-0.005099999999999993,0.0182,0.16584471298194353,0.14483511403814395,0.06925386645095377,0.9729965174136483,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 30,1960723,2019-09-08 10:40:27:347,3.4072,0.0314,9.6399,0.0035,0.0075,9.8066,0.0533,0.1849,-0.0091,-6.69,-30.31,11.94,75.23,-73.39,-113.52,0.031400000000000095,-3.4072,9.6399,0.1849,-0.05329999999999996,-0.0091,0.1651739156760136,0.13628593044544196,0.07314557142862942,0.974060289778437,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 30,1960821,2019-09-08 10:40:27:445,0.8923,-0.7584,9.3936,0.0025,-0.0276,9.8065,-0.0672,0.1831,-0.0083,-6.37,-30.06,12.69,79.95,-73.42,-113.53,-0.7583999999999999,-0.8923000000000001,9.3936,0.1831,0.06720000000000001,-0.008299999999999998,0.16533813179507997,0.1266177910462429,0.07104235791291864,0.975491783946567,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 29,1960922,2019-09-08 10:40:27:546,2.6332,0.2112,8.7648,0.0004,0.0252,9.8066,0.0582,0.0872,0.0775,-6.19,-30.0,13.0,81.13,-73.37,-112.62,0.2112000000000005,-2.6331999999999995,8.764799999999997,0.0872,-0.05819999999999998,0.07749999999999999,0.16078476445166306,0.12326681057264968,0.07387106945551737,0.976471514192282,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 29,1961022,2019-09-08 10:40:27:646,1.0641,-4.3591,6.6279,0.0158,0.0428,9.8065,-0.2758,0.02,-0.0014,-5.87,-31.06,12.56,83.79,-73.44,-111.49,-4.3591,-1.0641000000000007,6.6279,0.019999999999999962,0.27579999999999993,-0.0013999999999999998,0.1623275672788234,0.11975815155260902,0.059108252769533694,0.977657384001458,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 29,1961121,2019-09-08 10:40:27:745,-2.6205,3.8504,11.0498,-0.0392,0.1183,9.8057,-0.3943,-0.2192,0.1551,-6.56,-30.87,12.69,78.54,-73.46,-111.23,3.8503999999999996,2.6205000000000007,11.0498,-0.2192,0.3942999999999999,0.1551,0.15791338832779933,0.12673329704333053,0.03821610152524575,0.9785405269029857,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 29,1961221,2019-09-08 10:40:27:845,3.7527,0.5469,8.0783,0.0668,0.1123,9.8057,0.3235,0.0545,-0.1655,-6.25,-29.94,12.88,84.61,-73.8,-108.13,0.5469000000000006,-3.7527,8.078299999999999,0.054500000000000104,-0.3235,-0.1655,0.16377613357579424,0.12682220865519078,0.055407632249476146,0.9767412655106212,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 29,1961321,2019-09-08 10:40:27:945,-0.4258,-1.5748,10.5158,-0.0538,-0.1067,9.8059,0.1549,-0.0778,0.2127,-5.87,-30.06,13.63,82.18,-73.72,-109.65,-1.5748,0.42579999999999985,10.5158,-0.07779999999999997,-0.1549,0.2127,0.15260862154629484,0.13176518128803089,0.06053156678952987,0.9775911594587365,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 29,1961422,2019-09-08 10:40:28:046,1.8792,-2.132,9.0288,-0.0204,-0.0554,9.8064,-0.2083,-0.0266,0.0505,-6.44,-29.69,14.06,81.29,-73.46,-111.15,-2.1319999999999992,-1.8792,9.0288,-0.026600000000000013,0.20829999999999999,0.0505,0.15150139063407086,0.13149726046569649,0.04904879368552437,0.9784426477642696,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 29,1961521,2019-09-08 10:40:28:145,1.9181,0.0348,9.2051,0.0419,0.0868,9.8061,-0.1068,0.1113,-0.143,-6.25,-29.87,13.06,83.94,-73.95,-108.32,0.034800000000000164,-1.9181,9.2051,0.11129999999999998,0.10680000000000002,-0.143,0.15883409300273912,0.12492795801534347,0.04554201325361439,0.9783101048414667,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 29,1961621,2019-09-08 10:40:28:245,0.8025,-2.6372,10.1138,0.027,0.0538,9.8064,0.0153,0.0127,-0.0355,-6.5,-30.12,13.31,83.99,-74.15,-107.73,-2.6372,-0.8025000000000004,10.1138,0.012700000000000001,-0.015299999999999998,-0.03549999999999999,0.16039542088435926,0.12394255654070732,0.04594783603674525,0.9781617187362339,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 29,1961722,2019-09-08 10:40:28:346,1.4379,-2.224,10.7847,0.0076,-0.0265,9.8066,0.0462,0.0735,-0.0246,-6.87,-30.06,12.88,78.64,-74.26,-107.6,-2.2239999999999998,-1.4379000000000004,10.7847,0.0735,-0.04619999999999998,-0.024600000000000004,0.1610998292497704,0.12037346471483118,0.04838275770149925,0.9783742549584183,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 29,1961822,2019-09-08 10:40:28:446,2.3577,-0.8181,9.7233,0.0089,-0.0312,9.8065,0.049,0.0305,-0.0646,-6.19,-29.06,13.25,80.59,-74.45,-108.73,-0.8180999999999997,-2.3577,9.7233,0.030500000000000006,-0.04899999999999999,-0.06459999999999999,0.16384834453450273,0.11917652028029346,0.051073998010525874,0.9779274634319278,True
52.416584,-1.578887,173.15,12.52,4,289.84,27 / 29,1961921,2019-09-08 10:40:28:545,2.957,-0.935,9.7675,0.0057,-0.0019,9.8066,0.061,0.0974,-0.0456,-6.12,-29.37,14.31,79.16,-74.5,-109.22,-0.9349999999999994,-2.957,9.7675,0.09740000000000001,-0.060999999999999985,-0.0456,0.16539081222524532,0.11505748070521138,0.05470716496182084,0.9779646115617292,True
52.416584,-1.578887,173.15,12.52,4,289.84,27 / 29,1962022,2019-09-08 10:40:28:646,1.6792,-1.7134,9.8031,0.0145,0.0029,9.8066,0.0453,0.1172,-0.0647,-5.69,-29.19,13.94,78.64,-74.62,-109.4,-1.7133999999999998,-1.6792000000000002,9.8031,0.1172,-0.04529999999999998,-0.06470000000000001,0.16794783132434088,0.10937434785906308,0.0577498388762526,0.9780059990069706,True
52.416584,-1.578887,173.15,12.52,4,289.84,27 / 29,1962121,2019-09-08 10:40:28:745,2.4948,-0.8937,9.7446,0.0088,0.022,9.8065,0.0028,0.0452,-0.0026,-5.81,-29.62,13.88,80.81,-74.73,-108.34,-0.8936999999999996,-2.4948,9.7446,0.045200000000000004,-0.0027999999999999935,-0.0026,0.16788126145673277,0.10734516155558071,0.05789402457793516,0.9782337043163417,True
52.416584,-1.578887,173.15,12.52,4,289.84,27 / 29,1962222,2019-09-08 10:40:28:846,2.5755,0.0847,10.6633,0.0086,0.013,9.8065,0.0707,0.1609,-0.0202,-5.62,-29.5,14.13,79.66,-74.84,-107.97,0.08470000000000022,-2.5755,10.6633,0.1609,-0.07069999999999996,-0.0202,0.16798936715334012,0.10011967779297401,0.06269264391136474,0.9786854729898948,True
52.416584,-1.578887,173.15,12.52,4,289.84,27 / 29,1962322,2019-09-08 10:40:28:946,2.7588,-1.2601,9.3526,-0.0064,-0.0076,9.8066,0.0584,0.1087,0.1049,-6.0,-29.5,14.5,79.65,-74.65,-107.88,-1.2600999999999996,-2.7588,9.3526,0.10870000000000002,-0.058399999999999994,0.1049,0.16215184479253864,0.09589742635455287,0.06542426275607217,0.9799133271324428,True
52.416584,-1.578887,173.15,12.52,4,289.84,27 / 29,1962422,2019-09-08 10:40:29:046,1.5338,-1.6434,9.2192,-0.0093,0.0123,9.8066,-0.0081,0.1428,0.0321,-6.06,-29.94,14.0,82.35,-74.48,-107.53,-1.6434000000000002,-1.5338000000000005,9.2192,0.14279999999999998,0.008100000000000024,0.03209999999999999,0.16010141766290759,0.08893169432000854,0.06544271357280962,0.9809056738789551,True
52.416584,-1.578887,173.15,12.52,4,289.84,27 / 29,1962521,2019-09-08 10:40:29:145,2.505,-1.2279,9.2024,-0.0046,0.0152,9.8066,-0.0147,0.1434,0.0104,-5.87,-29.87,14.5,82.86,-74.6,-106.08,-1.2278999999999995,-2.5050000000000003,9.2024,0.1434,0.014700000000000019,0.0104,0.1591350908843911,0.08217764861722426,0.0653301956645985,0.981659219103751,True
52.416584,-1.578887,173.15,12.52,4,289.84,27 / 29,1962622,2019-09-08 10:40:29:246,2.3002,-0.4131,9.3916,0.0046,-0.0075,9.8066,-0.0464,0.1403,-0.0486,-6.19,-29.62,14.13,84.88,-74.65,-104.69,-0.4130999999999996,-2.3002,9.3916,0.14029999999999998,0.04640000000000001,-0.0486,0.16122814437233826,0.074993576051008,0.06407780223738588,0.9819752971810242,True
52.416584,-1.578887,173.15,12.52,4,289.84,27 / 29,1962722,2019-09-08 10:40:29:346,2.2995,-0.1035,9.6185,0.0034,0.0279,9.8065,-0.0012,0.0634,0.0152,-6.12,-30.0,14.56,84.95,-74.8,-103.58,-0.10349999999999993,-2.2995,9.6185,0.0634,0.00120000000000001,0.015199999999999998,0.16024696765251398,0.07223759466408786,0.06428488746374679,0.982328912594501,True
52.416584,-1.578887,173.15,12.52,4,289.84,27 / 29,1962821,2019-09-08 10:40:29:445,1.7762,-1.2252,10.4781,0.0194,0.0236,9.8066,0.0416,0.0938,-0.0309,-6.0,-29.31,14.88,83.06,-74.94,-104.01,-1.2252,-1.7762000000000004,10.4781,0.0938,-0.04159999999999998,-0.030899999999999997,0.1612661668459647,0.0680461694697073,0.06675152698831743,0.9822968878582673,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 29,1962922,2019-09-08 10:40:29:546,2.0145,-1.122,10.0202,0.0119,-0.0153,9.8066,0.0,0.0462,-0.0005,-5.75,-29.62,15.19,83.4,-74.88,-104.91,-1.122,-2.0145000000000004,10.0202,0.04619999999999999,1.0408340855860843e-17,-0.0005,0.1610950118969513,0.06598210395299844,0.0667213133031217,0.9824678241301156,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 29,1963021,2019-09-08 10:40:29:645,2.7177,-1.9588,9.6828,0.013,0.0069,9.8065,0.0759,0.1041,-0.0288,-5.81,-29.37,15.31,81.02,-75.11,-105.59,-1.9587999999999999,-2.7177000000000007,9.6828,0.10410000000000001,-0.07589999999999997,-0.0288,0.16183771201600358,0.0618203410207668,0.0707009689988013,0.9823381156140343,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 29,1963121,2019-09-08 10:40:29:745,1.4961,-1.4578,9.7368,0.0104,-0.01,9.8066,0.076,0.0602,0.0337,-5.31,-29.44,15.81,84.24,-75.19,-105.67,-1.4578,-1.4961000000000002,9.7368,0.06020000000000001,-0.076,0.0337,0.15969824010928382,0.059727179415698446,0.07431565632525394,0.9825509245682839,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 29,1963222,2019-09-08 10:40:29:846,1.8712,-1.2853,9.1904,0.0177,0.0003,9.8066,-0.0581,0.1238,-0.0578,-5.69,-29.19,15.31,80.36,-75.51,-105.33,-1.2852999999999997,-1.8712,9.1904,0.12379999999999998,0.05810000000000002,-0.057800000000000004,0.1622293016426091,0.053185754489078946,0.07211281312694796,0.9826762800591539,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 29,1963322,2019-09-08 10:40:29:946,1.9657,-0.8071,9.0136,0.0133,0.0351,9.8065,-0.0577,0.0427,0.0101,-5.62,-29.25,15.88,81.19,-75.74,-103.74,-0.8070999999999997,-1.9657,9.0136,0.042699999999999995,0.057700000000000015,0.0101,0.16169079394259664,0.05101284157939309,0.06925591677840764,0.9830856499509038,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 29,1963421,2019-09-08 10:40:30:045,1.9829,-1.4888,10.1864,0.027,0.0249,9.8065,0.0285,0.0715,-0.0985,-4.62,-29.25,16.25,84.75,-76.04,-103.41,-1.4887999999999995,-1.9829000000000003,10.1864,0.07150000000000001,-0.02849999999999999,-0.0985,0.16612555392237285,0.04770888583271703,0.0710067623521966,0.9823869920997754,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 29,1963522,2019-09-08 10:40:30:146,1.5413,-1.3064,10.2408,0.0053,-0.0256,9.8066,0.0481,0.0189,-0.0089,-4.94,-29.31,15.69,84.5,-76.08,-103.56,-1.3063999999999996,-1.5413,10.2408,0.018900000000000007,-0.04809999999999999,-0.0089,0.16635247423775068,0.047333587195814084,0.07313443548215869,0.9822106394174627,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 29,1963622,2019-09-08 10:40:30:246,1.6625,-1.6519,9.549,0.0091,-0.0262,9.8066,0.0558,0.0559,-0.0529,-4.62,-28.75,16.19,82.84,-76.25,-104.83,-1.6518999999999995,-1.6625000000000003,9.549,0.0559,-0.05579999999999999,-0.0529,0.168575149829451,0.04509909595181374,0.07592332877098361,0.9817250829802814,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 29,1963721,2019-09-08 10:40:30:345,1.9761,-2.8463,9.7451,0.0078,0.0059,9.8066,0.0815,0.0484,-0.025,-4.81,-29.62,16.88,82.73,-76.41,-105.02,-2.8463,-1.9761000000000006,9.7451,0.04840000000000001,-0.08149999999999999,-0.025,0.16937801325970112,0.043594070742568145,0.079533688501169,0.9813689612035259,True
52.416584,-1.578887,173.15,12.52,4,289.84,28 / 29,1963821,2019-09-08 10:40:30:445,1.6013,-2.323,9.2118,0.0033,-0.006,9.8066,-0.1415,0.086,-0.0179,-4.75,-29.37,15.81,82.29,-76.55,-104.76,-2.3229999999999995,-1.6013000000000002,9.2118,0.08599999999999998,0.1415,-0.0179,0.1701807565430847,0.03833780358648605,0.07265061825625768,0.9819829991326586,True
52.416965,-1.58037,174.31,12.01,3,279.49,27 / 29,1963921,2019-09-08 10:40:30:545,1.388,-2.0963,10.0038,0.0015,0.0339,9.8066,-0.0995,0.0969,-0.034,-4.12,-29.5,16.25,86.88,-76.58,-103.92,-2.0962999999999994,-1.3880000000000003,10.0038,0.09689999999999997,0.09950000000000003,-0.034,0.1716588305263017,0.032804817643606314,0.06809405567505708,0.9822526606853424,True
52.416965,-1.58037,174.31,12.01,3,279.49,27 / 29,1964022,2019-09-08 10:40:30:646,1.4488,-2.7192,9.8917,0.0105,-0.0157,9.8066,-0.0045,0.0774,0.0321,-4.75,-29.06,17.63,82.88,-76.69,-103.15,-2.7191999999999994,-1.4488000000000003,9.8917,0.0774,0.004500000000000018,0.03209999999999999,0.16977865338775083,0.029262209179144613,0.06781780807237368,0.9827103728342632,True
52.416965,-1.58037,174.31,12.01,3,279.49,27 / 29,1964121,2019-09-08 10:40:30:745,1.6526,-2.4506,9.2224,0.0115,-0.0042,9.8066,0.0388,0.0742,0.0203,-5.25,-28.69,16.69,82.59,-76.87,-103.45,-2.4506,-1.6526,9.2224,0.0742,-0.03879999999999998,0.0203,0.16845203584348717,0.026359729770713543,0.0696245888999558,0.9828944464626462,True
52.416965,-1.58037,174.31,12.01,3,279.49,27 / 29,1964222,2019-09-08 10:40:30:846,1.3665,-0.5699,9.9515,0.0028,0.004,9.8066,-0.0145,0.1291,-0.0934,-4.75,-28.75,16.63,82.58,-77.0,-103.23,-0.5698999999999999,-1.3665000000000003,9.9515,0.1291,0.01450000000000002,-0.09339999999999998,0.17262219110776372,0.01983529590387193,0.06992594088573868,0.982302653444856,True
52.416965,-1.58037,174.31,12.01,3,279.49,27 / 29,1964322,2019-09-08 10:40:30:946,1.3051,-0.8592,9.94,0.0193,0.0048,9.8066,0.0046,0.0236,0.0101,-4.69,-28.25,17.31,81.62,-77.2,-102.98,-0.8591999999999996,-1.3051,9.94,0.023600000000000003,-0.004599999999999995,0.0101,0.1720144556029682,0.01906803992887925,0.07010281460671403,0.9824118445443856,True
52.416965,-1.58037,174.31,12.01,3,279.49,27 / 29,1964422,2019-09-08 10:40:31:046,1.8437,-1.7525,9.504,0.0254,0.0088,9.8066,0.0581,0.0866,-0.0686,-5.12,-28.69,17.0,81.77,-77.32,-103.4,-1.7524999999999997,-1.8437000000000003,9.504,0.0866,-0.05809999999999998,-0.0686,0.1749881740154522,0.015508105766005314,0.07324559299415172,0.9817197770836764,True
52.416965,-1.58037,174.31,12.01,3,279.49,27 / 29,1964522,2019-09-08 10:40:31:146,1.6831,-2.3851,9.8509,0.0072,0.006,9.8066,0.0635,0.0025,0.0061,-5.25,-28.56,17.31,81.01,-77.61,-103.6,-2.3851,-1.6831000000000007,9.8509,0.002500000000000009,-0.06349999999999999,0.0061,0.17460047113905772,0.01631647595812933,0.07573280839529448,0.9815869751697445,True
52.416965,-1.58037,174.31,12.01,3,279.49,27 / 29,1964622,2019-09-08 10:40:31:246,2.6612,-0.4028,10.0941,0.033,-0.005,9.8065,0.0724,0.0424,-0.0039,-5.06,-27.75,18.25,79.21,-77.77,-104.09,-0.40279999999999916,-2.6612,10.0941,0.04240000000000001,-0.07239999999999999,-0.0039,0.174516181556746,0.015524730429329529,0.07945032840537057,0.9813209110358488,True
52.416965,-1.58037,174.31,12.01,3,279.49,27 / 29,1964722,2019-09-08 10:40:31:346,1.532,-1.6189,10.0679,0.0169,-0.0035,9.8065,0.0413,0.0264,0.0017,-4.19,-27.37,18.13,80.39,-78.13,-104.95,-1.6188999999999996,-1.5320000000000003,10.0679,0.026400000000000007,-0.041299999999999996,0.0017000000000000001,0.17426618287324824,0.01494770466933376,0.08124837503716636,0.9812270711643285,True
52.416965,-1.58037,174.31,12.01,3,279.49,28 / 29,1964822,2019-09-08 10:40:31:446,1.4875,-1.5332,9.4053,0.0082,0.0025,9.8066,-0.0334,0.1105,-0.0798,-3.75,-28.06,18.31,80.75,-78.27,-105.04,-1.5331999999999995,-1.4875000000000005,9.4053,0.11049999999999999,0.03340000000000001,-0.0798,0.17772472459103578,0.009293279893039436,0.08017228996729057,0.9807649877209478,True
52.416965,-1.58037,174.31,12.01,3,279.49,28 / 29,1964922,2019-09-08 10:40:31:546,0.8898,-2.1943,9.3986,0.0205,0.0274,9.8065,-0.0002,-0.0068,0.053,-3.44,-28.37,18.38,84.18,-78.52,-104.52,-2.1943,-0.8898000000000003,9.398599999999998,-0.0068000000000000005,0.00019999999999999922,0.053,0.1751396247652945,0.010029030609163667,0.07948836132815904,0.9812783146465005,True
52.416965,-1.58037,174.31,12.01,3,279.49,28 / 29,1965021,2019-09-08 10:40:31:645,1.163,-0.6376,9.6835,0.0025,-0.0096,9.8066,-0.1301,0.1141,-0.0558,-3.69,-28.06,18.63,81.44,-78.57,-103.59,-0.6375999999999997,-1.1630000000000003,9.6835,0.11409999999999997,0.13010000000000002,-0.0558,0.17743347629507283,0.0035038252488554396,0.07401492161346966,0.9813393276930378,True
52.416965,-1.58037,174.31,12.01,3,279.49,28 / 29,1965122,2019-09-08 10:40:31:746,1.359,-1.5784,9.27,-0.0002,0.0038,9.8066,-0.0342,0.0372,0.0702,-3.12,-28.87,18.56,85.63,-78.69,-102.97,-1.5783999999999998,-1.3590000000000002,9.27,0.03719999999999999,0.03420000000000001,0.0702,0.1737971075944724,0.001999424121723886,0.07221918849510219,0.982127769950573,True
52.416965,-1.58037,174.31,12.01,3,279.49,28 / 29,1965221,2019-09-08 10:40:31:845,1.869,-1.466,9.5456,-0.0058,-0.0145,9.8066,-0.0876,0.0852,-0.0459,-3.62,-28.5,18.81,82.62,-78.63,-102.34,-1.4659999999999997,-1.8690000000000002,9.5456,0.08519999999999998,0.08760000000000001,-0.045899999999999996,0.17569898453040728,-0.002530595697872018,0.06834144221611459,0.9820656343627034,True
52.416965,-1.58037,174.31,12.01,3,279.49,28 / 29,1965321,2019-09-08 10:40:31:945,0.8723,-0.0457,10.0205,0.0104,0.0002,9.8066,-0.007,0.0549,0.007,-4.44,-28.62,18.69,82.92,-78.63,-102.67,-0.04569999999999991,-0.8723000000000001,10.0205,0.0549,0.007000000000000013,0.007,0.17514150598099149,-0.004899045993537401,0.0685040895937461,0.982144919011444,True
52.416965,-1.58037,174.31,12.01,3,279.49,28 / 29,1965421,2019-09-08 10:40:32:045,0.0588,-1.5543,11.0409,-0.0035,-0.0435,9.8065,-0.0929,0.0412,-0.0471,-3.81,-28.31,18.88,80.27,-78.73,-104.47,-1.5543,-0.058800000000000296,11.0409,0.0412,0.09290000000000001,-0.0471,0.17728515655295968,-0.007782305825988627,0.06406287949870591,0.9820414229819218,True
52.416965,-1.58037,174.31,12.01,3,279.49,28 / 29,1965521,2019-09-08 10:40:32:145,1.1197,-0.1507,9.9985,0.0042,-0.0473,9.8065,-0.1474,0.0258,-0.0365,-3.56,-28.69,19.0,80.41,-78.84,-104.77,-0.15069999999999983,-1.1197,9.9985,0.025799999999999962,0.1474,-0.03649999999999999,0.17890671764332464,-0.010030097054056386,0.05711236955603691,0.9821557721557578,True
52.416965,-1.58037,174.31,12.01,3,279.49,28 / 29,1965622,2019-09-08 10:40:32:246,1.8204,-1.0322,9.6898,0.021,0.0031,9.8066,0.1184,-0.0055,0.0035,-3.81,-29.0,19.44,80.11,-78.97,-104.84,-1.0321999999999998,-1.8204000000000002,9.689799999999998,-0.005499999999999991,-0.1184,0.0035,0.17877518358244926,-0.008100056349893504,0.06272907340050929,0.9818548192948404,True
